# pedestrianID time_activation gate_in gate_out speed
242 1394.0 0 8 0.6732648182860512
243 1123.0 1 9 0.37773443329106116
244 1513.0 1 5 0.7325555834614779
245 2327.0 0 2 0.23300571712485055
246 1912.0 9 2 0.19731433813430563
247 2485.0 9 2 0.2713590371592592
248 2656.0 9 2 0.2977475624708495
249 2722.0 8 1 0.2931126663795754
250 2562.0 2 10 0.6075854299666634
251 2691.0 0 5 0.4584829929309252
252 3077.0 2 10 0.9198646964673138
253 2928.0 8 2 0.3598821418517573
254 2827.0 8 2 0.3222106737442681
255 3228.0 2 10 0.9776395075952672
256 3362.0 1 8 0.7981079879121498
257 3408.0 9 2 1.2118399082056226
258 3389.0 8 1 0.9515731471573078
259 3510.0 8 1 0.9367225052188538
260 3784.0 2 4 0.7975669553245166
261 3509.0 9 1 0.8031697858625727
262 3666.0 9 0 0.7704098124770024
263 3677.0 8 6 0.7512105888863139
264 3557.0 2 0 0.7562063539834003
265 3645.0 2 4 0.40915482119374236
266 3639.0 8 5 0.6403929003139974
267 3610.0 9 5 0.6564244423666321
268 3692.0 8 1 1.3122105509114923
269 3753.0 9 0 0.5794630696353696
270 3720.0 8 0 1.0258805586778312
271 3849.0 8 2 1.4069829613383344
272 3948.0 9 5 1.4084045685933149
273 3957.0 9 6 1.3352756084109507
